| TokenID         | Word Value      | Speaker         | Scribe          | VerseID         | 
| 596             | and             | Nephi 1         |                 | 20              | 
| 597             | my              | Nephi 1         |                 | 20              | 
| 598             | brethren        | Nephi 1         |                 | 20              | 
| 599             | did             | Nephi 1         |                 | 20              | 
| 600             | consult         | Nephi 1         |                 | 20              | 
| 601             | one             | Nephi 1         |                 | 20              | 
| 602             | with            | Nephi 1         |                 | 20              | 
| 603             | another         | Nephi 1         |                 | 20              | 
| 604             | And             | Nephi 1         |                 | 21              | 
| 605             | we              | Nephi 1         |                 | 21              | 
| 606             | cast            | Nephi 1         |                 | 21              | 
| 607             | lots            | Nephi 1         |                 | 21              | 
| 608             | who             | Nephi 1         |                 | 21              | 
| 609             | of              | Nephi 1         |                 | 21              | 
| 610             | us              | Nephi 1         |                 | 21              | 
| 611             | should          | Nephi 1         |                 | 21              | 
| 612             | go              | Nephi 1         |                 | 21              | 
| 613             | in              | Nephi 1         |                 | 21              | 
| 614             | unto            | Nephi 1         |                 | 21              | 
| 615             | the             | Nephi 1         |                 | 21              | 
| 616             | house           | Nephi 1         |                 | 21              | 
| 617             | of              | Nephi 1         |                 | 21              | 
| 618             | Laban           | Nephi 1         |                 | 21              | 
| 619             | And             | Nephi 1         |                 | 21              | 
| 620             | it              | Nephi 1         |                 | 21              | 
| 621             | came            | Nephi 1         |                 | 21              | 
| 622             | to              | Nephi 1         |                 | 21              | 
| 623             | pass            | Nephi 1         |                 | 21              | 
| 624             | that            | Nephi 1         |                 | 21              | 
| 625             | the             | Nephi 1         |                 | 21              | 
| 626             | lot             | Nephi 1         |                 | 21              | 
| 627             | fell            | Nephi 1         |                 | 21              | 
| 628             | upon            | Nephi 1         |                 | 21              | 
| 629             | Laman           | Nephi 1         |                 | 21              | 
| 630             | and             | Nephi 1         |                 | 21              | 
| 631             | Laman           | Nephi 1         |                 | 21              | 
| 632             | went            | Nephi 1         |                 | 21              | 
| 633             | in              | Nephi 1         |                 | 21              | 
| 634             | unto            | Nephi 1         |                 | 21              | 
| 635             | the             | Nephi 1         |                 | 21              | 
| 636             | house           | Nephi 1         |                 | 21              | 
| 637             | of              | Nephi 1         |                 | 21              | 
| 638             | Laban           | Nephi 1         |                 | 21              | 
| 639             | and             | Nephi 1         |                 | 21              | 
| 640             | he              | Nephi 1         |                 | 21              | 
| 641             | talked          | Nephi 1         |                 | 21              | 
| 642             | with            | Nephi 1         |                 | 21              | 
| 643             | him             | Nephi 1         |                 | 21              | 
| 644             | as              | Nephi 1         |                 | 21              | 
| 645             | he              | Nephi 1         |                 | 21              | 
| 646             | sat             | Nephi 1         |                 | 21              | 
| 647             | in              | Nephi 1         |                 | 21              | 
| 648             | his             | Nephi 1         |                 | 21              | 
| 649             | house           | Nephi 1         |                 | 21              | 
| 650             | And             | Nephi 1         |                 | 22              | 
| 651             | he              | Nephi 1         |                 | 22              | 
| 652             | desired         | Nephi 1         |                 | 22              | 
| 653             | of              | Nephi 1         |                 | 22              | 
| 654             | Laban           | Nephi 1         |                 | 22              | 
| 655             | the             | Nephi 1         |                 | 22              | 
| 656             | records         | Nephi 1         |                 | 22              | 
| 657             | which           | Nephi 1         |                 | 22              | 
| 658             | were            | Nephi 1         |                 | 22              | 
| 659             | engraven        | Nephi 1         |                 | 22              | 
| 660             | upon            | Nephi 1         |                 | 22              | 
| 661             | the             | Nephi 1         |                 | 22              | 
| 662             | plates          | Nephi 1         |                 | 22              | 
| 663             | of              | Nephi 1         |                 | 22              | 
| 664             | brass           | Nephi 1         |                 | 22              | 
| 665             | which           | Nephi 1         |                 | 22              | 
| 666             | contained       | Nephi 1         |                 | 22              | 
| 667             | the             | Nephi 1         |                 | 22              | 
| 668             | genealogy       | Nephi 1         |                 | 22              | 
| 669             | of              | Nephi 1         |                 | 22              | 
| 670             | my              | Nephi 1         |                 | 22              | 
| 671             | father          | Nephi 1         |                 | 22              | 
| 672             | And             | Nephi 1         |                 | 23              | 
| 673             | behold          | Nephi 1         |                 | 23              | 
| 674             | it              | Nephi 1         |                 | 23              | 
| 675             | came            | Nephi 1         |                 | 23              | 
| 676             | to              | Nephi 1         |                 | 23              | 
| 677             | pass            | Nephi 1         |                 | 23              | 
| 678             | that            | Nephi 1         |                 | 23              | 
| 679             | Laban           | Nephi 1         |                 | 23              | 
| 680             | was             | Nephi 1         |                 | 23              | 
| 681             | angry           | Nephi 1         |                 | 23              | 
| 682             | and             | Nephi 1         |                 | 23              | 
| 683             | thrust          | Nephi 1         |                 | 23              | 
| 684             | him             | Nephi 1         |                 | 23              | 
| 685             | out             | Nephi 1         |                 | 23              | 
| 686             | from            | Nephi 1         |                 | 23              | 
| 687             | his             | Nephi 1         |                 | 23              | 
| 688             | presence        | Nephi 1         |                 | 23              | 
| 689             | and             | Nephi 1         |                 | 23              | 
| 690             | he              | Nephi 1         |                 | 23              | 
| 691             | would           | Nephi 1         |                 | 23              | 
| 692             | not             | Nephi 1         |                 | 23              | 
| 693             | that            | Nephi 1         |                 | 23              | 
| 694             | he              | Nephi 1         |                 | 23              | 
| 695             | should          | Nephi 1         |                 | 23              | 
| 696             | have            | Nephi 1         |                 | 23              | 
| 697             | the             | Nephi 1         |                 | 23              | 
| 698             | records         | Nephi 1         |                 | 23              | 
| 699             | Wherefore       | Nephi 1         |                 | 23              | 
| 700             | he              | Nephi 1         |                 | 23              | 
| 701             | said            | Nephi 1         |                 | 23              | 
| 702             | unto            | Nephi 1         |                 | 23              | 
| 703             | him             | Nephi 1         |                 | 23              | 
| 704             | Behold          | Laban           |                 | 23              | 
| 705             | thou            | Laban           |                 | 23              | 
| 706             | art             | Laban           |                 | 23              | 
| 707             | a               | Laban           |                 | 23              | 
| 708             | robber          | Laban           |                 | 23              | 
| 709             | and             | Laban           |                 | 23              | 
| 710             | I               | Laban           |                 | 23              | 
| 711             | will            | Laban           |                 | 23              | 
| 712             | slay            | Laban           |                 | 23              | 
| 713             | thee            | Laban           |                 | 23              | 
| 714             | But             | Nephi 1         |                 | 24              | 
| 715             | Laman           | Nephi 1         |                 | 24              | 
| 716             | fled            | Nephi 1         |                 | 24              | 
| 717             | out             | Nephi 1         |                 | 24              | 
| 718             | of              | Nephi 1         |                 | 24              | 
| 719             | his             | Nephi 1         |                 | 24              | 
| 720             | presence        | Nephi 1         |                 | 24              | 
| 721             | and             | Nephi 1         |                 | 24              | 
| 722             | told            | Nephi 1         |                 | 24              | 
| 723             | the             | Nephi 1         |                 | 24              | 
| 724             | things          | Nephi 1         |                 | 24              | 
| 725             | which           | Nephi 1         |                 | 24              | 
| 726             | Laban           | Nephi 1         |                 | 24              | 
| 727             | had             | Nephi 1         |                 | 24              | 
| 728             | done            | Nephi 1         |                 | 24              | 
| 729             | unto            | Nephi 1         |                 | 24              | 
| 730             | us              | Nephi 1         |                 | 24              | 
| 731             | And             | Nephi 1         |                 | 24              | 
| 732             | we              | Nephi 1         |                 | 24              | 
| 733             | began           | Nephi 1         |                 | 24              | 
| 734             | to              | Nephi 1         |                 | 24              | 
| 735             | be              | Nephi 1         |                 | 24              | 
| 736             | exceedingly     | Nephi 1         |                 | 24              | 
| 737             | sorrowful       | Nephi 1         |                 | 24              | 
| 738             | and             | Nephi 1         |                 | 24              | 
| 739             | my              | Nephi 1         |                 | 24              | 
| 740             | brethren        | Nephi 1         |                 | 24              | 
| 741             | were            | Nephi 1         |                 | 24              | 
| 742             | about           | Nephi 1         |                 | 24              | 
| 743             | to              | Nephi 1         |                 | 24              | 
| 744             | return          | Nephi 1         |                 | 24              | 
| 745             | unto            | Nephi 1         |                 | 24              | 
| 746             | my              | Nephi 1         |                 | 24              | 
| 747             | father          | Nephi 1         |                 | 24              | 
| 748             | in              | Nephi 1         |                 | 24              | 
| 749             | the             | Nephi 1         |                 | 24              | 
| 750             | wilderness      | Nephi 1         |                 | 24              | 
| 751             | But             | Nephi 1         |                 | 25              | 
| 752             | behold          | Nephi 1         |                 | 25              | 
| 753             | I               | Nephi 1         |                 | 25              | 
| 754             | said            | Nephi 1         |                 | 25              | 
| 755             | unto            | Nephi 1         |                 | 25              | 
| 756             | them            | Nephi 1         |                 | 25              | 
| 757             | that            | Nephi 1         |                 | 25              | 
| 758             | As              | Nephi 1         |                 | 25              | 
| 759             | the             | Nephi 1         |                 | 25              | 
| 760             | Lord            | Nephi 1         |                 | 25              | 
| 761             | liveth          | Nephi 1         |                 | 25              | 
| 762             | and             | Nephi 1         |                 | 25              | 
| 763             | as              | Nephi 1         |                 | 25              | 
| 764             | we              | Nephi 1         |                 | 25              | 
| 765             | live            | Nephi 1         |                 | 25              | 
| 766             | we              | Nephi 1         |                 | 25              | 
| 767             | will            | Nephi 1         |                 | 25              | 
| 768             | not             | Nephi 1         |                 | 25              | 
| 769             | go              | Nephi 1         |                 | 25              | 
| 770             | down            | Nephi 1         |                 | 25              | 
| 771             | unto            | Nephi 1         |                 | 25              | 
| 772             | our             | Nephi 1         |                 | 25              | 
| 773             | father          | Nephi 1         |                 | 25              | 
| 774             | in              | Nephi 1         |                 | 25              | 
| 775             | the             | Nephi 1         |                 | 25              | 
| 776             | wilderness      | Nephi 1         |                 | 25              | 
| 777             | until           | Nephi 1         |                 | 25              | 
| 778             | we              | Nephi 1         |                 | 25              | 
| 779             | have            | Nephi 1         |                 | 25              | 
| 780             | accomplished    | Nephi 1         |                 | 25              | 
| 781             | the             | Nephi 1         |                 | 25              | 
| 782             | thing           | Nephi 1         |                 | 25              | 
| 783             | which           | Nephi 1         |                 | 25              | 
| 784             | the             | Nephi 1         |                 | 25              | 
| 785             | Lord            | Nephi 1         |                 | 25              | 
| 786             | hath            | Nephi 1         |                 | 25              | 
| 787             | commanded       | Nephi 1         |                 | 25              | 
| 788             | us              | Nephi 1         |                 | 25              | 
| 789             | Wherefore       | Nephi 1         |                 | 26              | 
| 790             | let             | Nephi 1         |                 | 26              | 
| 791             | us              | Nephi 1         |                 | 26              | 
| 792             | be              | Nephi 1         |                 | 26              | 
| 793             | faithful        | Nephi 1         |                 | 26              | 
| 794             | in              | Nephi 1         |                 | 26              | 
| 795             | keeping         | Nephi 1         |                 | 26              | 
| 796             | the             | Nephi 1         |                 | 26              | 
| 797             | commandments    | Nephi 1         |                 | 26              | 
| 798             | of              | Nephi 1         |                 | 26              | 
| 799             | the             | Nephi 1         |                 | 26              | 
| 800             | Lord            | Nephi 1         |                 | 26              | 
| 801             | therefore       | Nephi 1         |                 | 26              | 
| 802             | let             | Nephi 1         |                 | 26              | 
| 803             | us              | Nephi 1         |                 | 26              | 
| 804             | go              | Nephi 1         |                 | 26              | 
| 805             | down            | Nephi 1         |                 | 26              | 
| 806             | to              | Nephi 1         |                 | 26              | 
| 807             | the             | Nephi 1         |                 | 26              | 
| 808             | land            | Nephi 1         |                 | 26              | 
| 809             | of              | Nephi 1         |                 | 26              | 
| 810             | our             | Nephi 1         |                 | 26              | 
| 811             | father's        | Nephi 1         |                 | 26              | 
| 812             | inheritance     | Nephi 1         |                 | 26              | 
| 813             | for             | Nephi 1         |                 | 26              | 
| 814             | behold          | Nephi 1         |                 | 26              | 
| 815             | he              | Nephi 1         |                 | 26              | 
| 816             | left            | Nephi 1         |                 | 26              | 
| 817             | gold            | Nephi 1         |                 | 26              | 
| 818             | and             | Nephi 1         |                 | 26              | 
| 819             | silver          | Nephi 1         |                 | 26              | 
| 820             | and             | Nephi 1         |                 | 26              | 
| 821             | all             | Nephi 1         |                 | 26              | 
| 822             | manner          | Nephi 1         |                 | 26              | 
| 823             | of              | Nephi 1         |                 | 26              | 
| 824             | riches          | Nephi 1         |                 | 26              | 
| 825             | And             | Nephi 1         |                 | 26              | 
| 826             | all             | Nephi 1         |                 | 26              | 
| 827             | this            | Nephi 1         |                 | 26              | 
| 828             | he              | Nephi 1         |                 | 26              | 
| 829             | hath            | Nephi 1         |                 | 26              | 
| 830             | done            | Nephi 1         |                 | 26              | 
| 831             | because         | Nephi 1         |                 | 26              | 
| 832             | of              | Nephi 1         |                 | 26              | 
| 833             | the             | Nephi 1         |                 | 26              | 
| 834             | commandments    | Nephi 1         |                 | 26              | 
| 835             | of              | Nephi 1         |                 | 26              | 
| 836             | the             | Nephi 1         |                 | 26              | 
| 837             | Lord            | Nephi 1         |                 | 26              | 
| 838             | For             | Nephi 1         |                 | 27              | 
| 839             | he              | Nephi 1         |                 | 27              | 
| 840             | knew            | Nephi 1         |                 | 27              | 
| 841             | that            | Nephi 1         |                 | 27              | 
| 842             | Jerusalem       | Nephi 1         |                 | 27              | 
| 843             | must            | Nephi 1         |                 | 27              | 
| 844             | be              | Nephi 1         |                 | 27              | 
| 845             | destroyed       | Nephi 1         |                 | 27              | 
| 846             | because         | Nephi 1         |                 | 27              | 
| 847             | of              | Nephi 1         |                 | 27              | 
| 848             | the             | Nephi 1         |                 | 27              | 
| 849             | wickedness      | Nephi 1         |                 | 27              | 
| 850             | of              | Nephi 1         |                 | 27              | 
| 851             | the             | Nephi 1         |                 | 27              | 
| 852             | people          | Nephi 1         |                 | 27              | 
| 853             | For             | Nephi 1         |                 | 28              | 
| 854             | behold          | Nephi 1         |                 | 28              | 
| 855             | they            | Nephi 1         |                 | 28              | 
| 856             | have            | Nephi 1         |                 | 28              | 
| 857             | rejected        | Nephi 1         |                 | 28              | 
| 858             | the             | Nephi 1         |                 | 28              | 
| 859             | words           | Nephi 1         |                 | 28              | 
| 860             | of              | Nephi 1         |                 | 28              | 
| 861             | the             | Nephi 1         |                 | 28              | 
| 862             | prophets        | Nephi 1         |                 | 28              | 
| 863             | Wherefore       | Nephi 1         |                 | 28              | 
| 864             | if              | Nephi 1         |                 | 28              | 
| 865             | my              | Nephi 1         |                 | 28              | 
| 866             | father          | Nephi 1         |                 | 28              | 
| 867             | should          | Nephi 1         |                 | 28              | 
| 868             | dwell           | Nephi 1         |                 | 28              | 
| 869             | in              | Nephi 1         |                 | 28              | 
| 870             | the             | Nephi 1         |                 | 28              | 
| 871             | land            | Nephi 1         |                 | 28              | 
| 872             | after           | Nephi 1         |                 | 28              | 
| 873             | he              | Nephi 1         |                 | 28              | 
| 874             | hath            | Nephi 1         |                 | 28              | 
| 875             | been            | Nephi 1         |                 | 28              | 
| 876             | commanded       | Nephi 1         |                 | 28              | 
| 877             | to              | Nephi 1         |                 | 28              | 
| 878             | flee            | Nephi 1         |                 | 28              | 
| 879             | out             | Nephi 1         |                 | 28              | 
| 880             | of              | Nephi 1         |                 | 28              | 
| 881             | the             | Nephi 1         |                 | 28              | 
| 882             | land            | Nephi 1         |                 | 28              | 
| 883             | behold          | Nephi 1         |                 | 28              | 
| 884             | he              | Nephi 1         |                 | 28              | 
| 885             | would           | Nephi 1         |                 | 28              | 
| 886             | also            | Nephi 1         |                 | 28              | 
| 887             | perish          | Nephi 1         |                 | 28              | 
| 888             | Wherefore       | Nephi 1         |                 | 28              | 
| 889             | it              | Nephi 1         |                 | 28              | 
| 890             | must            | Nephi 1         |                 | 28              | 
| 891             | needs           | Nephi 1         |                 | 28              | 
| 892             | be              | Nephi 1         |                 | 28              | 
| 893             | that            | Nephi 1         |                 | 28              | 
| 894             | he              | Nephi 1         |                 | 28              | 
| 895             | flee            | Nephi 1         |                 | 28              | 
| 896             | out             | Nephi 1         |                 | 28              | 
| 897             | of              | Nephi 1         |                 | 28              | 
| 898             | the             | Nephi 1         |                 | 28              | 
| 899             | land            | Nephi 1         |                 | 28              | 
| 900             | And             | Nephi 1         |                 | 29              | 
| 901             | behold          | Nephi 1         |                 | 29              | 
| 902             | it              | Nephi 1         |                 | 29              | 
| 903             | is              | Nephi 1         |                 | 29              | 
| 904             | wisdom          | Nephi 1         |                 | 29              | 
| 905             | in              | Nephi 1         |                 | 29              | 
| 906             | God             | Nephi 1         |                 | 29              | 
| 907             | that            | Nephi 1         |                 | 29              | 
| 908             | we              | Nephi 1         |                 | 29              | 
| 909             | should          | Nephi 1         |                 | 29              | 
| 910             | obtain          | Nephi 1         |                 | 29              | 
| 911             | these           | Nephi 1         |                 | 29              | 
| 912             | records         | Nephi 1         |                 | 29              | 
| 913             | that            | Nephi 1         |                 | 29              | 
| 914             | we              | Nephi 1         |                 | 29              | 
| 915             | may             | Nephi 1         |                 | 29              | 
| 916             | preserve        | Nephi 1         |                 | 29              | 
| 917             | unto            | Nephi 1         |                 | 29              | 
| 918             | our             | Nephi 1         |                 | 29              | 
| 919             | children        | Nephi 1         |                 | 29              | 
| 920             | the             | Nephi 1         |                 | 29              | 
| 921             | language        | Nephi 1         |                 | 29              | 
| 922             | of              | Nephi 1         |                 | 29              | 
| 923             | our             | Nephi 1         |                 | 29              | 
| 924             | fathers         | Nephi 1         |                 | 29              | 
| 925             | And             | Nephi 1         |                 | 30              | 
| 926             | also            | Nephi 1         |                 | 30              | 
| 927             | that            | Nephi 1         |                 | 30              | 
| 928             | we              | Nephi 1         |                 | 30              | 
| 929             | may             | Nephi 1         |                 | 30              | 
| 930             | preserve        | Nephi 1         |                 | 30              | 
| 931             | unto            | Nephi 1         |                 | 30              | 
| 932             | them            | Nephi 1         |                 | 30              | 
| 933             | the             | Nephi 1         |                 | 30              | 
| 934             | words           | Nephi 1         |                 | 30              | 
| 935             | which           | Nephi 1         |                 | 30              | 
| 936             | have            | Nephi 1         |                 | 30              | 
| 937             | been            | Nephi 1         |                 | 30              | 
| 938             | spoken          | Nephi 1         |                 | 30              | 
| 939             | by              | Nephi 1         |                 | 30              | 
| 940             | the             | Nephi 1         |                 | 30              | 
| 941             | mouth           | Nephi 1         |                 | 30              | 
| 942             | of              | Nephi 1         |                 | 30              | 
| 943             | all             | Nephi 1         |                 | 30              | 
| 944             | the             | Nephi 1         |                 | 30              | 
| 945             | holy            | Nephi 1         |                 | 30              | 
| 946             | prophets        | Nephi 1         |                 | 30              | 
| 947             | which           | Nephi 1         |                 | 30              | 
| 948             | have            | Nephi 1         |                 | 30              | 
| 949             | been            | Nephi 1         |                 | 30              | 
| 950             | delivered       | Nephi 1         |                 | 30              | 
| 951             | unto            | Nephi 1         |                 | 30              | 
| 952             | them            | Nephi 1         |                 | 30              | 
| 953             | by              | Nephi 1         |                 | 30              | 
| 954             | the             | Nephi 1         |                 | 30              | 
| 955             | Spirit          | Nephi 1         |                 | 30              | 
| 956             | and             | Nephi 1         |                 | 30              | 
| 957             | power           | Nephi 1         |                 | 30              | 
| 958             | of              | Nephi 1         |                 | 30              | 
| 959             | God             | Nephi 1         |                 | 30              | 
| 960             | since           | Nephi 1         |                 | 30              | 
| 961             | the             | Nephi 1         |                 | 30              | 
| 962             | world           | Nephi 1         |                 | 30              | 
| 963             | began           | Nephi 1         |                 | 30              | 
| 964             | even            | Nephi 1         |                 | 30              | 
| 965             | down            | Nephi 1         |                 | 30              | 
| 966             | unto            | Nephi 1         |                 | 30              | 
| 967             | this            | Nephi 1         |                 | 30              | 
| 968             | present         | Nephi 1         |                 | 30              | 
| 969             | time            | Nephi 1         |                 | 30              | 
